pay_type,paperless_billing,payment_method,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target,type_serves,lifetime,renewals_count,months_until_payment,monthly_diff_percent,num_options
Month-to-month,Yes,Mailed check,96.65,1353.1,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0,combo_optic,427,14,0,0.0,3
One year,Yes,Electronic check,64.5,2012.4,No,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,No,0,combo_dsl,914,2,6,4.0,3
Month-to-month,Yes,Bank transfer (automatic),60.2,1264.2,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,1,internet_dsl,608,20,0,5.0,5
Month-to-month,No,Electronic check,91.25,3011.25,No,No,No,No,Yes,Yes,Male,0,Yes,No,No,0,combo_optic,1006,33,0,0.0,2
One year,No,Bank transfer (automatic),106.55,2695.72,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,1,combo_optic,701,1,1,10.0,5
One year,Yes,Electronic check,109.4,2516.2,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,1,combo_optic,701,1,1,0.0,6
Month-to-month,Yes,Mailed check,71.05,1776.25,Yes,Yes,No,Yes,No,Yes,Female,0,Yes,No,No,0,combo_dsl,761,25,0,0.0,4
Two year,Yes,Bank transfer (automatic),111.6,8035.2,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,2191,3,0,0.0,6
Month-to-month,Yes,Electronic check,80.65,1677.52,No,Yes,No,No,No,No,Male,0,No,No,Yes,1,combo_optic,609,20,0,4.0,2
Two year,No,Mailed check,19.25,1309.77,No,No,No,No,No,No,Male,0,Yes,No,No,0,phone,1918,2,9,8.0,0
Two year,Yes,Mailed check,23.8,965.33,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0,phone,1187,1,9,3.99,1
Two year,No,Mailed check,20.35,718.56,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1006,1,15,6.98,0
One year,No,Bank transfer (automatic),19.95,957.6,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1461,4,0,0.0,0
Month-to-month,No,Electronic check,86.45,1099.64,No,No,No,No,No,Yes,Female,0,No,No,Yes,0,combo_optic,365,12,0,6.0,2
One year,No,Mailed check,49.55,495.5,No,Yes,No,No,No,No,Male,0,Yes,Yes,No,0,combo_dsl,306,0,2,0.0,1
Month-to-month,Yes,Mailed check,84.55,3956.94,Yes,No,Yes,No,No,No,Male,0,Yes,No,Yes,0,combo_optic,1371,45,0,4.0,3
Month-to-month,Yes,Electronic check,105.7,2853.9,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1,combo_optic,822,27,0,0.0,5
Two year,Yes,Bank transfer (automatic),115.1,8029.38,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,1949,2,8,9.0,7
One year,Yes,Credit card (automatic),60.35,2721.79,Yes,No,Yes,Yes,No,No,Female,0,No,No,No,1,combo_dsl,1247,3,7,10.01,3
Two year,No,Credit card (automatic),90.2,6133.6,No,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,0,combo_optic,2071,2,4,0.0,4
Month-to-month,Yes,Mailed check,73.85,487.41,No,No,No,No,No,No,Female,0,No,No,Yes,0,combo_optic,184,6,0,10.01,1
One year,No,Mailed check,19.1,553.9,No,No,No,No,No,No,Male,0,No,No,No,0,phone,883,2,7,0.0,0
Two year,No,Mailed check,25.2,982.8,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0,phone,1187,1,9,0.0,1
Month-to-month,Yes,Electronic check,84.35,1855.7,No,No,No,No,Yes,No,Male,1,No,No,Yes,0,combo_optic,610,20,0,9.99,2
Month-to-month,Yes,Electronic check,49.15,344.05,No,No,Yes,No,No,No,Male,0,No,No,No,0,combo_dsl,215,7,0,0.0,1
Month-to-month,Yes,Electronic check,59.45,2734.7,No,No,Yes,No,No,Yes,Female,0,No,No,No,1,combo_dsl,1400,46,0,0.0,2
Two year,Yes,Electronic check,116.25,8253.75,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0,combo_optic,2163,2,1,0.0,7
One year,Yes,Bank transfer (automatic),79.85,3601.24,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0,combo_dsl,1248,3,7,10.01,5
Two year,No,Mailed check,39.1,2967.69,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,0,internet_dsl,2102,2,3,10.0,3
Two year,Yes,Credit card (automatic),84.4,5739.2,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,0,combo_optic,2071,2,4,0.0,3
One year,No,Mailed check,54.0,1080.0,Yes,No,No,Yes,No,No,Male,1,No,No,No,0,combo_dsl,610,1,4,0.0,2
Month-to-month,Yes,Electronic check,101.95,1111.26,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0,combo_optic,306,10,0,9.0,4
One year,No,Bank transfer (automatic),20.6,735.42,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1067,2,1,1.99,0
One year,No,Bank transfer (automatic),19.9,345.07,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,518,1,7,2.01,0
Month-to-month,No,Bank transfer (automatic),49.55,51.04,Yes,No,No,No,No,No,Female,0,No,No,No,0,combo_dsl,31,1,0,3.01,1
Month-to-month,Yes,Mailed check,44.25,337.63,No,No,No,No,No,No,Female,0,Yes,No,No,0,combo_dsl,215,7,0,8.99,0
One year,Yes,Credit card (automatic),115.05,7133.1,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,1888,5,10,0.0,7
Month-to-month,Yes,Mailed check,25.0,25.0,No,No,No,No,No,No,Male,0,No,No,Yes,0,phone,31,1,0,0.0,1
Two year,No,Mailed check,19.9,875.6,No,No,No,No,No,No,Female,0,No,Yes,No,0,phone,1340,1,4,0.0,0
One year,No,Mailed check,35.55,1418.44,No,No,Yes,Yes,No,No,Male,0,No,No,No,1,internet_dsl,1156,3,10,5.01,2
Month-to-month,No,Mailed check,29.2,408.8,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,0,internet_dsl,427,14,0,0.0,1
Two year,Yes,Bank transfer (automatic),109.2,8019.65,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,2191,3,0,2.0,6
One year,No,Mailed check,20.05,998.89,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1432,3,1,5.99,0
Month-to-month,No,Electronic check,101.75,1587.3,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0,combo_optic,457,15,0,4.0,4
Month-to-month,Yes,Electronic check,55.3,110.6,No,No,No,No,No,Yes,Male,0,No,Yes,No,0,combo_dsl,62,2,0,0.0,1
Month-to-month,Yes,Bank transfer (automatic),24.95,705.59,No,No,No,No,No,No,Male,1,Yes,No,No,1,internet_dsl,853,28,0,1.0,0
One year,Yes,Credit card (automatic),95.65,6995.84,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,No,0,combo_optic,2102,5,3,6.0,3
Two year,Yes,Bank transfer (automatic),65.6,826.56,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,1,internet_dsl,365,0,0,5.0,6
Two year,Yes,Credit card (automatic),20.85,437.85,No,No,No,No,No,No,Female,0,No,No,No,0,phone,641,0,3,0.0,0
One year,No,Mailed check,21.2,67.42,No,No,No,No,No,No,Male,0,No,No,No,0,phone,92,0,9,5.99,0
One year,Yes,Credit card (automatic),95.65,4399.9,Yes,Yes,Yes,No,Yes,No,Female,0,No,No,No,0,combo_optic,1401,3,2,0.0,4
Month-to-month,No,Credit card (automatic),71.55,2432.7,No,No,No,No,No,No,Male,1,Yes,No,No,0,combo_optic,1036,34,0,0.0,0
Month-to-month,No,Electronic check,93.8,2044.84,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,1,combo_optic,610,20,0,9.0,4
Two year,Yes,Credit card (automatic),107.7,7754.4,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0,combo_optic,2191,3,0,0.0,6
Two year,No,Mailed check,19.85,734.45,No,No,No,No,No,No,Female,0,No,No,No,0,phone,1126,1,11,0.0,0
Two year,No,Credit card (automatic),19.65,1202.58,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1826,2,0,1.98,0
Month-to-month,Yes,Electronic check,30.35,1101.71,No,Yes,No,No,No,No,Male,1,Yes,No,No,1,internet_dsl,1004,33,0,10.02,1
One year,Yes,Bank transfer (automatic),110.75,6866.5,No,Yes,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,0,combo_optic,1888,5,10,0.0,6
Month-to-month,Yes,Electronic check,89.7,2421.9,No,Yes,No,No,No,Yes,Female,1,No,No,Yes,0,combo_optic,822,27,0,0.0,3
Two year,No,Mailed check,19.35,861.46,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1279,1,6,5.99,0
Two year,No,Bank transfer (automatic),99.3,2482.5,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0,combo_optic,761,1,23,0.0,4
Month-to-month,No,Mailed check,55.95,1007.1,No,No,No,No,Yes,No,Female,0,Yes,Yes,No,0,combo_dsl,549,18,0,0.0,1
Month-to-month,Yes,Electronic check,83.3,1082.9,No,No,No,No,No,Yes,Female,0,No,No,Yes,0,combo_optic,396,13,0,0.0,2
One year,No,Credit card (automatic),76.75,5427.76,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,0,combo_dsl,2071,5,4,4.0,5
Month-to-month,Yes,Mailed check,84.6,338.4,Yes,No,No,No,No,Yes,Male,0,No,No,No,0,combo_optic,123,4,0,0.0,2
Month-to-month,Yes,Electronic check,106.4,2872.8,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1,combo_optic,823,27,0,0.0,5
Month-to-month,No,Mailed check,20.45,267.49,No,No,No,No,No,No,Male,0,No,No,No,0,phone,365,12,0,9.0,0
Month-to-month,Yes,Mailed check,79.65,398.25,No,No,No,No,Yes,No,Female,0,No,No,No,0,combo_optic,153,5,0,0.0,1
Month-to-month,Yes,Credit card (automatic),19.45,291.75,No,No,No,No,No,No,Male,0,Yes,No,No,0,phone,457,15,0,0.0,0
Month-to-month,No,Electronic check,78.65,420.78,No,No,No,No,No,Yes,Female,0,No,Yes,No,0,combo_optic,153,5,0,7.01,1
One year,Yes,Electronic check,94.8,4645.2,Yes,Yes,No,No,Yes,No,Male,0,No,No,Yes,1,combo_optic,1492,4,11,0.0,4
Two year,No,Mailed check,25.25,1686.2,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0,phone,1918,2,9,6.02,1
One year,No,Mailed check,94.8,1137.6,Yes,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,No,1,combo_optic,365,1,0,0.0,4
Month-to-month,Yes,Credit card (automatic),98.6,3240.0,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,945,31,0,6.0,4
Month-to-month,Yes,Mailed check,44.95,46.3,No,No,No,No,No,No,Male,0,No,No,No,0,combo_dsl,31,1,0,3.0,0
One year,Yes,Bank transfer (automatic),104.45,4325.27,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,0,combo_optic,1248,3,7,1.0,5
Two year,No,Credit card (automatic),20.15,1007.5,No,No,No,No,No,No,Female,0,No,Yes,No,0,phone,1523,2,22,0.0,0
One year,No,Electronic check,24.3,1388.02,No,No,No,No,No,No,Female,0,Yes,No,Yes,0,phone,1706,4,4,2.02,1
One year,Yes,Electronic check,95.0,5415.0,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,No,0,combo_optic,1737,4,3,0.0,3
Month-to-month,No,Mailed check,55.9,179.44,Yes,No,Yes,No,No,No,Male,0,No,Yes,No,0,combo_dsl,92,3,0,6.99,2
Month-to-month,Yes,Electronic check,20.55,492.79,No,No,No,No,No,No,Female,0,No,Yes,No,0,phone,671,22,0,9.0,0
Two year,No,Credit card (automatic),25.1,966.35,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,1,phone,1064,1,13,10.0,1
One year,No,Bank transfer (automatic),20.75,456.5,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,671,1,2,0.0,0
Two year,No,Bank transfer (automatic),19.45,1429.58,No,No,No,No,No,No,Female,0,Yes,No,No,0,phone,2132,2,2,4.99,0
Month-to-month,No,Electronic check,50.45,776.93,No,Yes,No,No,No,No,Female,0,No,No,No,0,combo_dsl,427,14,0,10.01,1
One year,No,Mailed check,19.65,353.7,No,No,No,No,No,No,Male,0,No,No,No,0,phone,549,1,6,0.0,0
One year,Yes,Mailed check,73.75,1696.25,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,0,combo_dsl,702,1,1,0.0,4
Month-to-month,Yes,Electronic check,84.55,967.25,No,No,No,No,No,Yes,Female,1,Yes,No,Yes,0,combo_optic,337,11,0,4.0,2
Month-to-month,No,Mailed check,20.15,20.15,No,No,No,No,No,No,Female,0,No,No,No,0,phone,31,1,0,0.0,0
Two year,Yes,Bank transfer (automatic),116.1,8243.1,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0,combo_optic,2163,2,1,0.0,7
Month-to-month,No,Mailed check,56.5,452.0,No,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,0,combo_dsl,245,8,0,0.0,2
One year,No,Electronic check,102.1,2315.63,No,No,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,1,combo_optic,639,1,3,8.0,5
Month-to-month,Yes,Electronic check,62.1,2173.5,No,No,Yes,No,No,Yes,Female,0,No,No,No,0,combo_dsl,1067,35,0,0.0,2
Month-to-month,Yes,Mailed check,78.0,858.0,No,No,Yes,No,No,No,Male,0,No,Yes,Yes,0,combo_optic,337,11,0,0.0,2
One year,Yes,Bank transfer (automatic),100.5,2010.0,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,1,combo_optic,607,1,4,0.0,4
Two year,Yes,Electronic check,105.25,6803.36,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0,combo_optic,1949,2,8,1.0,5
Two year,Yes,Electronic check,118.65,4155.12,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,1,combo_optic,1037,1,14,3.0,7
One year,No,Credit card (automatic),74.1,74.84,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0,combo_dsl,31,0,11,1.0,4
Month-to-month,Yes,Mailed check,79.6,3094.85,No,Yes,No,No,No,No,Female,1,Yes,Yes,Yes,0,combo_optic,1095,36,0,8.0,2
Two year,Yes,Mailed check,66.9,1843.76,Yes,Yes,No,Yes,No,No,Female,0,No,No,Yes,1,combo_dsl,792,1,22,5.99,4
Month-to-month,No,Electronic check,69.05,621.45,No,No,No,No,No,No,Female,0,No,No,No,0,combo_optic,276,9,0,0.0,0
Month-to-month,No,Electronic check,18.85,20.36,No,No,No,No,No,No,Female,0,No,No,No,0,phone,31,1,0,8.01,0
Month-to-month,Yes,Electronic check,50.35,164.64,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,0,internet_dsl,92,3,0,9.0,3
Month-to-month,No,Mailed check,61.65,1359.38,No,No,Yes,No,No,Yes,Male,0,No,No,No,0,combo_dsl,641,21,0,5.0,2
Month-to-month,Yes,Electronic check,56.0,728.0,Yes,Yes,No,No,No,No,Female,0,No,Yes,No,0,combo_dsl,396,13,0,0.0,2
Month-to-month,No,Bank transfer (automatic),69.15,484.05,No,No,No,No,No,No,Male,0,No,No,No,0,combo_optic,215,7,0,0.0,0
Month-to-month,No,Electronic check,25.25,101.0,No,No,No,No,No,No,Female,0,No,No,No,0,internet_dsl,123,4,0,0.0,0
One year,Yes,Electronic check,53.5,3140.99,No,No,Yes,Yes,No,No,Male,1,No,No,No,0,combo_dsl,1737,4,3,3.01,2
Month-to-month,No,Bank transfer (automatic),89.7,1255.8,No,No,No,No,Yes,Yes,Female,1,No,No,No,0,combo_optic,427,14,0,0.0,2
Two year,No,Mailed check,20.15,409.65,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,580,0,5,7.0,0
One year,Yes,Credit card (automatic),105.75,7614.0,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0,combo_optic,2191,6,0,0.0,5
Two year,Yes,Mailed check,84.35,3795.75,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0,combo_dsl,1371,1,3,0.0,6
Two year,Yes,Credit card (automatic),49.45,1048.34,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,No,1,internet_dsl,608,0,4,6.01,3
Month-to-month,No,Electronic check,79.9,3523.59,No,No,Yes,No,No,No,Male,0,No,No,Yes,0,combo_optic,1279,42,0,5.01,2
Month-to-month,No,Credit card (automatic),45.55,1023.51,No,Yes,Yes,No,No,Yes,Female,0,No,Yes,No,1,internet_dsl,639,21,0,7.0,3
Two year,Yes,Mailed check,64.75,2849.0,No,Yes,Yes,No,No,Yes,Female,0,No,No,No,1,combo_dsl,1339,1,4,0.0,3
Month-to-month,No,Electronic check,79.55,260.13,No,No,No,No,Yes,No,Female,0,No,No,No,0,combo_optic,92,3,0,9.0,1
Month-to-month,Yes,Bank transfer (automatic),93.55,917.73,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,276,9,0,9.0,3
Month-to-month,Yes,Mailed check,18.95,246.35,No,No,No,No,No,No,Male,0,No,No,No,0,phone,396,13,0,0.0,0
Month-to-month,No,Electronic check,40.75,366.75,No,Yes,No,No,No,Yes,Female,0,No,No,No,0,internet_dsl,276,9,0,0.0,2
Month-to-month,No,Electronic check,50.35,352.45,No,No,Yes,No,No,No,Male,1,No,No,No,0,combo_dsl,215,7,0,0.0,1
Two year,Yes,Electronic check,78.8,1939.27,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,1,combo_dsl,700,0,1,7.01,5
Month-to-month,Yes,Bank transfer (automatic),25.05,189.38,No,No,No,No,No,No,Male,0,No,No,Yes,0,phone,215,7,0,7.98,1
Two year,No,Credit card (automatic),100.2,4408.8,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,1,combo_optic,1341,1,4,0.0,5
Month-to-month,No,Mailed check,79.3,2740.61,No,No,Yes,No,No,No,Female,1,Yes,No,Yes,0,combo_optic,975,32,0,7.99,2
Two year,No,Mailed check,20.85,166.8,No,No,No,No,No,No,Female,0,No,No,No,0,phone,245,0,16,0.0,0
Two year,Yes,Electronic check,108.2,7790.4,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0,combo_optic,2191,3,0,0.0,6
One year,No,Mailed check,74.05,807.15,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,1,combo_dsl,304,0,2,9.01,4
One year,No,Bank transfer (automatic),107.45,5753.95,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,1553,4,9,5.0,6
Month-to-month,Yes,Credit card (automatic),48.95,2076.46,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,No,0,internet_dsl,1279,42,0,1.0,4
Month-to-month,Yes,Mailed check,19.1,57.3,No,No,No,No,No,No,Male,0,No,No,No,0,phone,92,3,0,0.0,0
One year,No,Bank transfer (automatic),75.5,2041.52,No,Yes,No,No,No,No,Male,0,No,No,No,0,combo_optic,792,2,10,4.0,1
Month-to-month,No,Bank transfer (automatic),20.75,769.83,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1067,35,0,6.02,0
Month-to-month,No,Mailed check,19.15,517.05,No,No,No,No,No,No,Male,0,No,Yes,No,0,phone,822,27,0,0.0,0
Month-to-month,Yes,Electronic check,69.35,346.75,No,No,No,Yes,Yes,Yes,Male,0,No,No,No,0,combo_dsl,153,5,0,0.0,3
Month-to-month,No,Mailed check,81.5,163.0,No,No,No,No,Yes,No,Female,1,No,No,No,0,combo_optic,62,2,0,0.0,1
Month-to-month,Yes,Credit card (automatic),90.7,1482.95,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,1,combo_optic,457,15,0,9.0,3
One year,No,Electronic check,61.55,1696.32,Yes,Yes,No,No,No,No,Male,0,No,No,Yes,0,combo_dsl,792,2,10,6.0,3
Month-to-month,Yes,Credit card (automatic),109.4,7111.0,Yes,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0,combo_optic,1979,65,0,0.0,6
Month-to-month,Yes,Electronic check,89.2,3803.49,No,Yes,No,No,Yes,No,Male,0,No,No,Yes,0,combo_optic,1248,41,0,4.0,3
Two year,No,Credit card (automatic),116.2,2207.8,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1,combo_optic,579,0,5,0.0,7
Month-to-month,Yes,Electronic check,88.75,1991.55,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0,combo_optic,671,22,0,1.99,3
One year,No,Mailed check,65.8,4590.21,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,No,0,combo_dsl,1949,5,8,9.0,3
Month-to-month,No,Credit card (automatic),30.75,861.0,Yes,No,No,No,No,No,Male,1,Yes,No,No,0,internet_dsl,853,28,0,0.0,1
Month-to-month,Yes,Electronic check,96.6,723.53,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,215,7,0,7.0,3
Month-to-month,No,Mailed check,50.55,104.13,No,No,No,No,No,No,Female,1,No,No,Yes,0,combo_dsl,62,2,0,2.99,1
Month-to-month,No,Electronic check,94.4,6749.6,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,0,combo_optic,1979,65,0,10.0,4
Month-to-month,Yes,Electronic check,94.6,2270.4,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,0,combo_optic,730,24,0,0.0,3
One year,Yes,Credit card (automatic),56.4,3106.51,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,No,0,internet_dsl,1553,4,9,8.0,4
Month-to-month,Yes,Electronic check,95.25,1428.75,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,0,combo_optic,457,15,0,0.0,3
Month-to-month,Yes,Mailed check,19.4,291.0,No,No,No,No,No,No,Female,0,Yes,Yes,No,1,phone,457,15,0,0.0,0
Two year,No,Bank transfer (automatic),78.85,6074.6,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0,combo_dsl,2191,3,0,7.0,6
One year,Yes,Electronic check,26.3,1814.7,No,No,No,No,No,No,Female,0,Yes,No,Yes,0,phone,2102,5,3,0.0,1
One year,No,Bank transfer (automatic),20.6,924.53,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,1340,3,4,1.99,0
One year,No,Credit card (automatic),26.05,1823.5,No,No,No,No,No,No,Female,0,No,No,Yes,0,phone,2132,5,2,0.0,1
Two year,No,Bank transfer (automatic),20.15,806.0,No,No,No,No,No,No,Female,0,Yes,Yes,No,0,phone,1218,1,8,0.0,0
Two year,No,Credit card (automatic),75.35,2109.8,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,1,combo_dsl,851,1,20,0.0,5
Month-to-month,Yes,Bank transfer (automatic),59.95,857.29,Yes,No,No,No,No,Yes,Male,0,Yes,No,No,1,combo_dsl,396,13,0,10.01,2
Two year,Yes,Credit card (automatic),110.15,8406.65,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,2191,3,0,6.0,6
Two year,No,Electronic check,86.1,4289.5,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,1,combo_dsl,1431,1,1,6.0,6
Month-to-month,Yes,Credit card (automatic),39.45,1363.39,Yes,No,No,No,Yes,No,Male,0,Yes,Yes,No,1,internet_dsl,974,32,0,8.01,2
Two year,No,Electronic check,102.1,6599.74,No,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0,combo_optic,1949,2,8,1.0,5
Month-to-month,No,Mailed check,100.75,4735.25,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,Yes,0,combo_optic,1432,47,0,0.0,5
Month-to-month,No,Electronic check,111.1,5181.7,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,1,combo_optic,1339,44,0,6.0,6
Two year,No,Credit card (automatic),20.25,640.1,No,No,No,No,No,No,Female,0,Yes,Yes,No,1,phone,883,1,19,8.99,0
Two year,No,Mailed check,20.8,1206.4,No,No,No,No,No,No,Male,0,No,No,No,0,phone,1767,2,14,0.0,0
One year,No,Bank transfer (automatic),77.2,2834.78,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0,combo_dsl,1036,2,2,8.01,4
Two year,No,Mailed check,25.0,1450.0,No,No,No,No,No,No,Female,0,No,No,Yes,1,phone,1764,2,14,0.0,1
Month-to-month,Yes,Credit card (automatic),58.35,735.21,No,No,Yes,No,Yes,No,Female,0,Yes,Yes,No,0,combo_dsl,365,12,0,5.0,2
Month-to-month,Yes,Electronic check,105.3,3580.2,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1,combo_optic,1037,34,0,0.0,5
Two year,No,Mailed check,69.25,4742.24,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0,combo_dsl,1949,2,8,7.0,4
Month-to-month,Yes,Credit card (automatic),24.85,546.7,No,No,No,No,No,No,Male,0,No,No,Yes,0,phone,671,22,0,0.0,1
Month-to-month,Yes,Electronic check,94.2,1139.82,No,Yes,Yes,Yes,No,Yes,Female,0,No,No,No,0,combo_optic,337,11,0,10.0,4
Month-to-month,Yes,Electronic check,100.15,1502.25,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0,combo_optic,457,15,0,0.0,4
Month-to-month,Yes,Credit card (automatic),81.0,572.67,No,No,No,No,Yes,No,Female,0,No,No,No,0,combo_optic,215,7,0,1.0,1
Month-to-month,No,Bank transfer (automatic),48.8,683.2,No,No,No,Yes,No,No,Male,0,Yes,No,No,0,combo_dsl,427,14,0,0.0,1
Month-to-month,No,Electronic check,54.4,1251.2,Yes,No,No,No,No,No,Female,0,No,No,Yes,0,combo_dsl,702,23,0,0.0,2
One year,No,Electronic check,108.55,6154.78,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0,combo_optic,1645,4,6,5.0,6
Month-to-month,No,Mailed check,19.4,38.8,No,No,No,No,No,No,Male,0,No,No,No,0,phone,62,2,0,0.0,0
Month-to-month,Yes,Electronic check,85.45,1902.12,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,0,combo_optic,641,21,0,6.0,2
Two year,No,Credit card (automatic),54.15,3258.75,No,No,Yes,No,No,No,Male,0,No,No,Yes,0,combo_dsl,1798,2,13,1.99,2
Month-to-month,No,Electronic check,19.75,21.53,No,No,No,No,No,No,Male,0,Yes,Yes,No,0,phone,31,1,0,9.01,0
Month-to-month,Yes,Mailed check,55.7,1058.3,Yes,No,No,No,No,No,Female,0,No,No,Yes,0,combo_dsl,580,19,0,0.0,2
One year,Yes,Electronic check,79.8,2178.54,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1,combo_dsl,790,2,10,5.0,5
Month-to-month,Yes,Mailed check,53.55,55.69,Yes,Yes,No,No,No,No,Female,0,Yes,No,No,0,combo_dsl,31,1,0,4.0,2
Two year,No,Credit card (automatic),26.1,281.88,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0,phone,306,0,14,8.01,1
Two year,Yes,Credit card (automatic),82.45,6030.39,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0,combo_dsl,2102,2,3,6.0,5
Month-to-month,No,Electronic check,70.55,2469.25,No,No,No,No,No,No,Female,1,No,No,No,0,combo_optic,1067,35,0,0.0,0
